step,vehicle_count,mean_speed,total_fuel_ml_s,total_co2_mg_s,total_waiting_s,halting_count,departed_count,arrived_count,mean_fuel_per_veh,mean_co2_per_veh
281,200,10.7305,163433.1805,512399.1736,110.0,9,1,0,817.1659,2561.9959
282,199,10.7531,173599.9919,544274.5227,105.0,8,1,2,872.3618,2735.0479
283,198,10.8342,169662.0625,531928.0291,114.0,9,0,1,856.8791,2686.5052
284,199,10.8416,171365.4433,537269.8644,111.0,8,1,0,861.1329,2699.8486
285,199,10.8437,178302.826,559018.7842,120.0,10,1,1,895.9941,2809.1396
286,200,10.747,180147.2397,564802.5199,125.0,9,1,0,900.7362,2824.0126
287,199,10.779,171990.2323,539227.6005,135.0,11,1,2,864.2725,2709.6864
288,200,10.8537,173234.3707,543128.9403,52.0,7,1,0,866.1719,2715.6447
289,199,11.1035,202556.0793,635060.5279,34.0,4,0,1,1017.8697,3191.2589
290,198,11.1472,185361.3328,581151.06,26.0,5,1,2,936.1683,2935.1064
291,199,11.0566,171084.8514,536390.2705,25.0,4,1,0,859.7229,2695.4285
292,200,10.9863,175547.7122,550382.935,28.0,4,1,0,877.7386,2751.9147
293,201,10.8827,159639.7666,500506.216,32.0,5,1,0,794.2277,2490.0807
294,202,10.9284,186876.0438,585899.4676,29.0,7,1,0,925.1289,2900.4924
295,202,10.9003,175320.2231,549668.7163,27.0,5,0,0,867.9219,2721.1323
296,203,10.7147,170226.2069,533697.5754,34.0,8,1,0,838.5527,2629.0521
297,201,10.4942,160246.2684,502408.2952,20.0,8,1,3,797.2451,2499.5438
298,202,10.4078,175853.7295,551340.8147,25.0,9,1,0,870.563,2729.41
299,203,10.4259,178935.1723,561002.9803,25.0,9,1,0,881.4541,2763.5615
300,204,10.4703,181832.6996,570085.4492,30.0,9,1,0,891.3368,2794.5365
301,204,10.4418,169231.8927,530579.2669,39.0,10,0,0,829.5681,2600.8788
302,205,10.3705,187452.5195,587706.7986,45.0,11,1,0,914.4025,2866.8624
303,205,10.3588,183905.7173,576585.7918,55.0,11,1,1,897.1011,2812.6136
304,205,10.4232,197431.2259,618991.5081,48.0,10,1,1,963.0792,3019.4708
305,204,10.607,194513.0332,609842.1047,50.0,10,1,2,953.4953,2989.4221
306,204,10.6355,178945.3409,561033.189,50.0,9,1,1,877.183,2750.1627
307,204,10.8312,197994.9518,620759.4102,61.0,11,0,0,970.5635,3042.9383
308,203,10.9132,183333.4355,574792.2923,55.0,9,1,2,903.1204,2831.4891
309,203,10.8613,176624.9682,553759.0756,52.0,7,0,0,870.0737,2727.8772
310,203,10.8091,189884.8943,595332.2262,61.0,10,1,1,935.3936,2932.6711
311,203,10.5368,154340.7544,483893.2017,52.0,9,1,1,760.2993,2383.7104
312,204,10.4501,164849.5813,516839.5614,17.0,8,2,1,808.0862,2533.5273
313,204,10.5343,179414.9197,562506.0059,15.0,7,0,0,879.4849,2757.3824
314,205,10.6604,191533.4935,600500.7443,21.0,8,1,0,934.3097,2929.2719
315,204,10.8697,198305.8045,621733.7152,28.0,8,1,2,972.0873,3047.7143
316,205,10.9136,178471.6467,559549.372,29.0,7,1,0,870.5934,2729.5091
317,205,11.0738,198787.2433,623243.2103,33.0,6,1,1,969.6939,3040.2108
318,206,11.1042,184417.5227,578191.0056,41.0,9,1,0,895.2307,2806.7525
319,206,11.2623,210735.8585,660706.5055,38.0,7,0,0,1022.9896,3207.3131
320,205,11.1514,162748.3439,510252.4715,35.0,7,1,2,793.8944,2489.0364
321,206,11.2155,190429.4433,597040.0902,37.0,6,1,0,924.4148,2898.2529
322,206,11.1725,168315.0057,527705.5283,42.0,6,1,1,817.0631,2561.6773
